28,0.76711,0.90807,0.79661,1.1454,0.90428,0.59845,0.63378,0.61985,0.6887,0.6352,0.45521,0.30143,1.8086
29,2.2197,2.1724,3.0422,2.4543,2.4722,0.7113,0.70879,0.79981,0.75187,0.74294,1.0761,0.82406,4.9443
30,2.1088,1.6824,2.1071,3.258,2.289,0.7002,0.59035,0.43018,0.43018,0.53773,1.3333,0.98303,5.8982
31,1.0298,0.5212,0.52362,0.90186,0.74412,0.46543,0.69323,0.70306,0.46543,0.58179,0.45845,0.32445,1.9467
32,1.4435,1.3516,1.4663,1.5865,1.462,0.81624,0.79893,0.83012,0.84976,0.82376,0.57861,0.48732,2.9239
33,1.3981,1.8468,1.375,2.3042,1.731,0.51733,0.56298,0.51322,0.60547,0.54975,0.99756,0.577,3.462
34,0.85119,0.92524,0.90426,1.2861,0.99169,0.63685,0.64968,0.65393,0.72831,0.66719,0.47847,0.33056,1.9834
35,0.59132,0.57751,0.82441,0.67639,0.66741,0.74162,0.73498,0.8382,0.79192,0.77668,0.27735,0.22247,1.3348
36,0.82837,0.83792,0.68313,0.83312,0.79564,0.79618,0.79571,0.743,0.79305,0.78198,0.33576,0.26521,1.5913
37,0.87663,1.0443,0.74743,1.0526,0.93023,0.64707,0.68302,0.61057,0.68025,0.65523,0.46027,0.31008,1.8605
38,0.865,0.86568,0.83805,1.1916,0.94009,0.66437,0.65512,0.65784,0.73451,0.67796,0.44804,0.31336,1.8802
39,1.9715,2.1247,2.0742,1.6611,1.9579,0.72193,0.73781,0.72089,0.67375,0.71359,0.88316,0.65263,3.9158
40,0.8988,0.87099,0.8371,1.0239,0.90771,0.75567,0.74567,0.74251,0.78889,0.75819,0.3917,0.30257,1.8154
41,1.9551,1.307,1.5342,1.3771,1.5434,0.66841,0.59135,0.61333,0.60013,0.61831,0.80509,0.51446,3.0867
42,1.9942,1.363,1.5681,1.535,1.6151,0.67921,0.61203,0.6245,0.62083,0.63414,0.80334,0.53836,3.2301
43,1.2192,0.74243,0.74885,0.95347,0.91598,0.63729,0.54671,0.53863,0.58845,0.57777,0.50041,0.30533,1.832
44,0.64554,0.86966,0.64689,0.71382,0.71898,0.65222,0.71464,0.65177,0.6663,0.67123,0.3496,0.23966,1.438
45,1.3171,1.163,1.2036,1.4145,1.2746,0.85967,0.82096,0.83279,0.88019,0.8484,0.49551,0.42485,2.5491
46,1.116,1.4314,1.0963,1.5267,1.2926,0.576,0.62184,0.57697,0.63597,0.6027,0.68294,0.43087,2.5852
47,0.65743,0.82524,0.5609,0.65524,0.67471,0.67452,0.71833,0.62644,0.65621,0.66888,0.32508,0.2249,1.3494
48,8.0018,3.5178,2.8028,3.9002,4.5556,0.23235,0.69705,0,0.69705,0.40661,5.5935,3.3193,19.916
49,0.49857,0.5047,0.42454,0.51041,0.48455,0.81315,0.81132,0.76765,0.81795,0.80252,0.19936,0.16152,0.96911
50,0.72219,0.85508,0.93307,0.76925,0.8199,0.66464,0.7012,0.72806,0.68837,0.69557,0.37877,0.2733,1.6398
51,0.63243,0.5399,0.54368,0.65448,0.59262,0.71698,0.68279,0.68758,0.72663,0.70349,0.27111,0.19754,1.1852
52,0.48076,0.61842,0.55173,0.60058,0.56287,0.70449,0.76225,0.73899,0.75966,0.74135,0.24832,0.18762,1.1257
53,0.39666,0.39922,0.43684,0.46691,0.42491,0.78112,0.78329,0.82066,0.83616,0.80531,0.17143,0.14164,0.84981
54,2.0803,1.6934,1.6465,1.9232,1.8358,0.71211,0.67131,0.65822,0.69004,0.68292,0.86669,0.61195,3.6717
55,1.8016,1.385,1.2594,1.4589,1.4762,0.6814,0.63566,0.59612,0.62305,0.63406,0.73784,0.49207,2.9524
56,3.9451,3.7186,5.0041,4.056,4.181,0.75598,0.73113,0.81257,0.75524,0.76373,1.7856,1.3937,8.3619
57,2.5826,1.8085,2.3378,2.3502,2.2698,0.77292,0.6815,0.74132,0.75183,0.73689,1.0054,0.75659,4.5395
58,1.3464,1.1119,0.90186,1.0585,1.1047,0.80664,0.76235,0.69163,0.73363,0.74856,0.47314,0.36823,2.2094
59,0.94527,0.84525,0.83356,1.1341,0.93955,0.65438,0.63109,0.64187,0.69978,0.65678,0.45696,0.31318,1.8791
60,4.0991,4.1465,4.5566,5.2183,4.5051,0.65814,0.6633,0.44048,0.44048,0.5506,3.792,2.1337,12.802
61,2.2737,3.3987,2.2442,2.6281,2.6362,0.60817,0.70088,0.61895,0.64314,0.64278,1.3082,0.87872,5.2723
62,2.8265,3.3089,3.494,3.3887,3.2545,0.74739,0.78664,0.80306,0.79826,0.78384,1.3696,1.0848,6.509
63,1.3389,1.3598,1.2463,1.1657,1.2777,0.80734,0.81371,0.78651,0.7684,0.79399,0.52864,0.42589,2.5553
64,1.837,3.3074,2.2771,2.0031,2.3561,0.52294,0.63391,0.55967,0.5431,0.56491,1.3012,0.78538,4.7123
65,1.9504,1.647,2.1233,1.7047,1.8563,0.67475,0.64209,0.69747,0.65513,0.66736,0.90296,0.61878,3.7127
66,0.80793,0.98834,0.80969,1.0815,0.92186,0.636,0.67767,0.63987,0.69897,0.66313,0.45309,0.30729,1.8437
67,1.0552,1.0735,1.0061,1.3342,1.1173,0.77982,0.78435,0.76769,0.84203,0.79347,0.46305,0.37242,2.2345
68,1.6729,1.7071,1.6298,2.6776,1.9218,0.5883,0.5858,0.59096,0.68587,0.61273,0.98206,0.64061,3.8437
69,0.46898,0.48812,0.38751,0.56411,0.47718,0.72366,0.73387,0.67949,0.76717,0.72605,0.21501,0.15906,0.95436
70,1.2498,1.2517,2.7439,1.5834,1.7072,0.70876,0.71402,0.47426,0.47426,0.59283,0.91981,0.68082,4.0849
71,1.2434,1.2107,2.0163,1.4194,1.4724,0.60058,0.58645,0.70128,0.62862,0.62923,0.73663,0.49081,2.9449
72,0.75681,0.81002,0.55451,0.62862,0.68749,0.69047,0.70323,0.62135,0.64726,0.66558,0.33525,0.22916,1.375
73,0.81739,0.59232,0.63505,0.68067,0.68136,0.75738,0.68608,0.6969,0.71319,0.71339,0.31183,0.22712,1.3627
74,0.91397,0.55573,0.57915,0.60753,0.66409,0.68449,0.59454,0.57982,0.59531,0.61354,0.33724,0.22136,1.3282
75,0.7432,0.56161,0.58072,0.60117,0.62168,0.80328,0.73624,0.73995,0.74832,0.75695,0.26939,0.20723,1.2434
79,1.8049,2.449,1.2513,1.1918,1.6743,0.50034,0.50034,0.76769,0.73332,0.62542,0.90538,0.70802,4.2481
80,1.0965,2.2802,1.1188,1.793,1.5721,0.68676,0.46414,0.70566,0.46414,0.58018,0.92896,0.66806,4.0084
81,1.9683,1.9858,1.7092,1.798,1.8653,0.83675,0.83737,0.79625,0.80981,0.82005,0.74945,0.62177,3.7306
82,0.89972,1.157,0.71043,0.74176,0.87724,0.52562,0.52562,0.77436,0.80252,0.65703,0.59743,0.39199,2.3519
83,1.1381,1.752,0.80713,0.88101,1.1446,0.50225,0.50225,0.73085,0.77589,0.62781,0.60102,0.47105,2.8263
84,0.67665,0.64154,0.68488,0.737,0.68502,0.79836,0.78509,0.81183,0.82912,0.8061,0.2755,0.22834,1.37
