2023,10,23,20,8,11.6530000000057
930,17,0.8,0.2
fQuantity
25
Sort Result
401,318,360,390,290,310,190,90,228,316,323,328,306,218,223,128,359,260,28,358,60,253,202,296,23
xgboost Model
T_sim1
111.011964797974,111.056974411011,111.010999202728,111.003633856773,111.001694619656,111.027468502522,111.001895785332,111.001445710659,111.003545343876,111.014437258244,111.005818784237,111.073167443275,111.013233482838,111.022361040115,111.018610775471,123.992110848427,123.99840760231,124.006988525391,123.991727828979,123.996324062347,124.004874944687,124.000996470451,124.001272201538,123.998372197151,123.987904071808,123.978713750839,123.990743994713,123.998738050461,124.000299096107,123.995819807053,114.004169583321,114.026829957962,114.001989483833,114.000142514706,114.004755914211,114.002664864063,114.005822896957,114.007685959339,113.998978972435,113.999889314175,114.009627878666,114.008318960667,114.008573770523,114.007465481758,113.99953097105,128.002223610878,128.000607848167,127.99451816082,127.992562294006,128.004138708115,128.004404783249,127.991942167282,128.003945589066,127.994122266769,127.999718427658,127.991287708282,128.002484321594,127.998411655426,127.98846924305,127.971162557602,121.001870512962,120.9986743927,120.995835542679,121.002880096436,120.999357819557,120.998824596405,121.000992894173,120.995365619659,120.997541427612,121.004803776741,121.011171340942,121.005870223045,121.002233147621,121.002126932144,121.006343364716,121.999691963196,122.000644683838,122.005788087845,122.006221532822,122.000703692436,121.998267173767,121.993102312088,122.0013474226,122.005098223686,121.996913194656,122.009983062744,122.000421524048,122.00149333477,122.005104660988,121.995303869247,126.996561527252,126.998132228851,126.951496124268,126.996544361115,126.98762011528,126.994962930679,126.987019300461,126.984180450439,126.992784976959,127.000732898712,126.997222423553,126.992134809494,126.995324492455,127.008740901947,126.996836185455,126.996735334396,126.998945474625,127.007981300354,126.998000264168,126.99562060833,126.999112844467,126.998891830444,126.998828530312,126.995299816132,126.979987621307,126.980843782425,127.007278561592,126.998311400414,126.999584913254,127.001497864723,122.002450346947,122.003965258598,122.000401139259,122.000905394554,122.00297498703,122.001339912415,121.998891592026,122.002374172211,122.00280547142,121.991405010223,122.001142501831,122.005638957024,122.000121116638,122.0015437603,122.003110170364,120.997727036476,120.998037099838,120.993706941605,121.003618240356,120.999341726303,120.998881459236,121.003779172897,121.003618240356,121.001180648804,120.998037099838,120.999106764793,120.998037099838,121.005365967751,121.006107330322,121.001854419708,124.980164766312,125.002044081688,124.998611927032,125.000032424927,124.99250292778,124.996233344078,124.999993801117,124.999994874001,124.99641251564,124.986979722977,124.999279260635,125.003317594528,125.000317811966,124.997684955597,125.006051301956,119.999840140343,119.995050251484,120.002049207687,120.002763748169,120.007862091064,119.998639047146,120.000711321831,120.00027358532,119.999982833862,119.999265611172,120.000787496567,119.999807417393,120.005458831787,120.00114262104,120.000826120377,128.98815536499,128.991519927979,128.989223957062,128.999943137169,128.963929653168,128.985228538513,128.992368578911,129.002265930176,129.001034259796,128.996674060822,128.975320458412,128.998290896416,128.99418926239,128.995387673378,128.998888492584,124.993408441544,124.999701976776,125.001849889755,125.001125693321,125.000296354294,124.993203520775,124.99645113945,124.996818065643,124.993099451065,125.000362873077,125.00220823288,125.006642460823,124.988091230392,124.998206377029,125.004811048508,121.001878023148,121.000843763351,121.009671449661,121.002116203308,121.000307321548,121.004893898964,120.99976336956,121.001638770103,120.997376203537,120.999206542969,121.003406882286,121.005079507828,121.002242803574,121.00347340107,121.000850200653,137.007101535797,137.004286289215,137.00011920929,137.011694908142,136.998196601868,137.007979869843,136.998376846313,136.997753143311,136.99356174469,136.997721672058,137.007085800171,137.025590896606,137.00012421608,137.002191305161,136.995643854141,151.997861862183,151.984171867371,151.99485206604,152.002682685852,152.005080223083,152.005523681641,152.011312961578,151.972281455994,151.977570056915,151.988343238831,152.005732536316,152.004775524139,151.995543003082,151.999475479126,151.996984958649,131.027707338333,131.006454229355,131.004452943802,130.989158630371,131.03418469429,131.001298666,131.0173869133,131.011010408401,130.997954130173,131.029014825821,131.002887964249,131.001227140427,131.019524097443,130.999652147293,130.993161916733,145.991015434265,145.9960064888,146.000817298889,145.995149612427,145.99082660675,145.990511894226,145.99813079834,145.995338439941,145.998056411743,145.994686126709,145.993340015411,146.001461029053,145.999203681946,146.001837253571,146.001878738403,131.991829156876,131.996854543686,132.00423169136,131.99556851387,132.000267744064,132.000705480576,132.016875982285,132.006691455841,132.013988494873,132.002683162689,131.992210388184,132.052383422852,131.999596118927,132.02333688736,132.014162302017,130.00208568573,130.00563621521,130.007235527039,130.017690420151,130.001574277878,130.00458407402,129.992926120758,130.00094628334,130.017930746078,130.029676675797,130.07049703598,130.006548166275,130.003825902939,130.007854938507,130.01523566246,137.997928142548,137.99406003952,137.997158527374,138.001914978027,137.995846033096,138.001254081726,137.995899677277,138.009373664856,137.996321678162,138.002411365509,138.003728866577,137.999427318573,138.001593112946,137.996715068817,137.997772216797,148.002486228943,147.996026039124,147.976954460144,147.99711894989,148.00200843811,147.990756034851,147.999666690826,148.002675056458,148.00598526001,147.991517066956,148.00853729248,147.99711894989,147.985139846802,147.998563766479,148.001390457153,147.002617359161,147.001740455627,146.993533611298,146.997065544128,147.008186340332,147.002308368683,147.008579730988,146.990970134735,146.999328613281,147.004203796387,146.99965763092,147.003937721252,146.990894317627,146.998325824738,146.993895530701,152.928538322449,152.999282836914,152.999677658081,152.993294715881,152.983451366425,152.985095024109,152.993220329285,152.994250297546,152.99774646759,153.002246856689,153.002584457397,152.991383552551,152.995228767395,153.005115032196,152.994304656982,143.995842456818,143.990649700165,143.996855258942,143.965944766998,143.98730802536,143.9944190979,143.997792243958,143.999148368835,143.996873855591,144.000674724579,143.994647979736,143.995208740234,144.000631809235,143.998207092285,143.987707138062,134.998898029327,134.995234489441,134.997304439545,135.008131980896,134.996479034424,134.99814915657,135.003274679184,135.002227544785,135.001975059509,135.001390695572,135.003116607666,135.002266168594,135.011633872986,135.005704402924,134.993814706802,130.008857011795,130.020248889923,130.01602101326,130.039690971375,130.009677410126,130.003192186356,129.998191833496,130.011088609695,130.004947423935,130.001502037048,130.062532663345,129.994857311249,129.993057727814,130.003634214401,130.012424707413,136.002081394196,135.997616767883,136.011363267899,136.015767097473,135.996204853058,136.005251407623,136.008829116821,136.007136106491,135.991770267487,135.992694377899,136.013518333435,136.006764888763,135.993408918381,136.023766517639,136.005088329315,137.998477458954,137.998962402344,137.99361371994,138.003215312958,137.995251655579,137.998018980026,138.001680374146,137.99828004837,137.999988079071,138.005187273026,137.991714715958,138.00134563446,137.998893737793,138.002828359604,138.011626005173,139.013792276382,138.999065876007,139.012418270111,138.998540878296,138.996651172638,138.996460914612,139.000326156616,138.99678850174,138.99458694458,138.992654323578,138.996757745743,138.997791290283,138.990093708038,139.000560045242,138.999905586243,147.978216171265,147.993805885315,147.990565776825,147.997482299805,147.987305641174,148.000188827515,148.000585079193,147.981915473938,147.999824047089,147.997483730316,148.009372711182,148.002583503723,147.988421440125,147.999114513397,147.991052150726,149.958536148071,149.993015766144,149.986751556396,149.997002601624,150.001668930054,150.000164031982,149.97265958786,149.99209022522,149.998948097229,149.977004051208,149.992673873901,149.975653648376,149.986142158508,149.982248306274,149.988611221313,139.992110490799,139.996225357056,139.995000123978,139.996946334839,140.001556158066,139.985564470291,139.998710155487,139.998338222504,139.997452020645,139.991341590881,139.999858140945,139.994075298309,139.995871305466,139.997618675232,140.001266479492,133.998816013336,134.012988090515,133.993691205978,133.999920368195,134.008931875229,134.012429475784,133.991712808609,134.013624668121,133.990922451019,134.01765871048,133.999559164047,134.014147520065,133.997178077698,134.003106832504,133.993362903595,135.007842302322,134.99615073204,135.012583732605,135.002319812775,135.004611492157,135.009912252426,135.023279666901,135.011103868484,135.010451555252,135.001518011093,135.011369943619,135.005922555923,134.990176916122,135.00190782547,135.009114027023,130.0125477314,130.002366781235,130.004456758499,130.017972230911,129.9970703125,130.023942470551,130.06242108345,130.004502534866,130.017026662827,130.006719112396,129.99945640564,129.996485233307,130.002755880356,130.001113653183,130.012986898422,151.973666191101,151.966705322266,151.987607955933,152.002842903137,151.980197906494,151.995344161987,151.96799993515,152.000389575958,152.004972934723,151.994387149811,151.99649143219,151.998359680176,151.985719680786,151.998711585999,151.984477996826,130.997886896133,131.021896600723,131.00106549263,131.022289991379,131.006666660309,131.013026714325,131.007984876633,131.000048398972,131.020677804947,131.024439334869,131.012405872345,130.995643854141,131.021399497986,131.008349657059,131.004438638687,150.985554695129,150.974740028381,150.970036506653,151.003165721893,150.993276596069,150.995116233826,150.998975753784,150.939932823181,150.97486448288,150.993611335754,150.998339176178,150.989090919495,150.995067596436,150.981290340424,151.008448600769,144.992983341217,144.998482227325,144.999982833862,145.001443386078,144.998721122742,144.99343252182,144.996712684631,144.994855880737,144.999719619751,145.010318279266,145.005517482758,144.999533653259,144.987288475037,145.00474357605,145.002315998077,133.00763964653,133.005481719971,132.999860525131,132.998922109604,132.994290113449,133.00132393837,133.009161710739,132.999809741974,132.998919963837,133.004301548004,133.01377081871,133.000381231308,132.997282028198,132.996908664703,132.993610620499,129.998470783234,130.009701728821,130.009570121765,130.022451877594,129.996874332428,130.004557609558,130.005002498627,130.005576133728,129.990525722504,130.001971244812,130.00591802597,130.029516458511,130.01084113121,129.993453979492,130.028583049774,153.997200489044,153.996068954468,153.989963531494,153.999035835266,153.983654975891,153.990065097809,153.988421440125,153.983311653137,153.980499267578,153.992089271545,154.000583648682,154.000646591187,153.979284763336,153.992847442627,153.996436595917,131.998262166977,132.002175331116,132.005401849747,131.992226839066,132.008059024811,132.007858037949,131.994258165359,131.994226694107,131.992085933685,132.006760120392,132.022626638412,131.992903470993,132.014714479446,132.001157522202,132.009377241135,132.001022338867,131.997831583023,132.007994651794,131.998703479767,132.017825126648,131.996638536453,131.992540121078,132.005635023117,131.994449138641,132.023710250854,131.996622800827,131.995262384415,132.006014823914,132.000411510468,132.010461568832,152.983046531677,152.966661453247,152.996031284332,152.996604919434,152.995251655579,152.990559577942,152.995185852051,152.996849536896,152.988781452179,152.993068695068,153.002743244171,152.994792461395,152.992299079895,152.991801261902,152.989938735962,143.985040664673,144.003266811371,143.985973358154,144.005672931671,143.998819351196,143.989370822906,143.989688396454,143.990468025208,143.995403289795,144.001138210297,144.003488540649,144.00173330307,144.007522583008,143.985063552856,144.001048088074,163.999575674534,163.991170525551,163.99503916502,163.999499678612,163.997742831707,163.996544778347,163.998209536076,163.995277881622,164.000072777271,163.995868861675,163.99316161871,163.995587229729,164.001821577549,163.995015919209,163.999401330948,156.996058821678,157.002886384726,157.006957083941,157.000423669815,157.002564519644,156.997587680817,156.999987363815,156.994778960943,157.000323534012,156.996644884348,157.005811333656,156.998133063316,156.995888054371,156.997163444757,156.992857158184,157.999324351549,157.997038662434,158.002237230539,157.997275590897,158.002853691578,157.999350726604,157.998631894588,158.000340461731,158.003330677748,157.999446392059,158.001175522804,157.999622523785,158.012333512306,158.003122806549,157.999774962664,169.984505772591,170.00356733799,169.993174672127,169.998207390308,170.000725984573,169.998125135899,169.997149705887,169.985380172729,169.995709359646,169.994547069073,169.98913526535,170.002571344376,169.987243413925,169.99624311924,169.974383115768,161.002515107393,160.99910736084,160.998303592205,160.995400547981,160.989471077919,160.993534177542,160.997266024351,160.992989242077,160.995776951313,161.004755198956,160.999985337257,160.998321473598,160.990958809853,161.003942042589,161.000538319349,162.00108230114,161.999434530735,161.999169886112,162.000337988138,161.99982881546,161.999790370464,161.999921351671,162.001381367445,161.998126506805,161.999629884958,161.998337060213,161.999227553606,161.998845785856,161.998845785856,162.002773880959,157.00023189187,157.001004815102,156.999256461859,156.99864089489,157.005949914455,156.995602399111,156.998690515757,157.002840787172,157.000278383493,157.003637850285,156.995156705379,156.997065544128,156.991849094629,157.003883719444,157.000251561403,155.024578869343,155.005287528038,155.002364367247,155.00908061862,155.008135586977,155.032329112291,154.995214045048,154.999024569988,154.998624026775,155.000301748514,155.00238135457,155.009294748306,155.003878027201,155.003163218498,154.993100464344,156.002290546894,156.001537740231,156.001613736153,156.001613736153,156.007179319859,155.997526496649,155.989213436842,156.007028669119,156.003895401955,155.99718183279,156.009503901005,156.001107692719,156.019725352526,156.039449870586,156.006198078394,157.002657949924,157.005845308304,156.999333351851,156.998318582773,157.002944499254,156.995517909527,156.998861730099,156.994613111019,156.99903652072,157.003260552883,157.014511078596,156.996227800846,156.998822838068,157.005798816681,157.001756727695,158.991735875607,159.002342224121,159.010446965694,158.997790068388,158.999522328377,158.994074761868,158.998073488474,158.995850384235,159.001369923353,158.999801725149,159.002339541912,158.992792665958,158.983358442783,159.001369923353,159.000204503536,156.995752602816,156.999884992838,157.002788484097,157.003425955772,157.000800073147,157.01030805707,157.012207061052,157.007056772709,156.996292173862,157.017269730568,157.008926272392,156.994281411171,156.993863880634,156.999044120312,157.006865888834,168.98571819067,168.995882868767,168.989984691143,168.9847651124,168.997962474823,169.001267850399,168.994607925415,169.000247716904,168.997463583946,168.953620195389,168.998122513294,169.000837802887,168.989626169205,168.99930357933,168.992131352425,154.998845756054,155.009357333183,155.005258023739,155.003175735474,155.031669288874,155.015986412764,155.000026375055,154.999743402004,154.999468028545,155.021226555109,155.00137552619,155.002470761538,154.995533227921,155.010083317757,155.002986192703
T_train
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
